instance, config, struct, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_287.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 232, 230, 230, -1744, 50, 0, 157
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_611.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 280, 277, 277, -1602, 50, 0, 245
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_611.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 259, 254, 254, -1623, 50, 0, 280
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1255.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 334, 316, 316, -1360, 50, 0, 322
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 70, 64, 64, -2005, 50, 0, 270
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1569.json, config_venus_chunks_10.json, intervals8.json, 1, 3121, 352, 339, 339, -1226, 50, 0.000030410001740932223, 340
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1255.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 333, 331, 331, -1361, 50, 0, 348
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_287.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 236, 222, 222, -1740, 50, 0, 296
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1255.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 331, 326, 326, -1363, 50, 0.000004002607378536012, 349
synthetic_graph_n-per-int_100_m-frac_0.03_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 1, 9622, 0, 0, 0, -6390, 50, 0, 217
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1569.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 356, 350, 350, -1222, 50, 0, 415
synthetic_graph_n-per-int_100_m-frac_0.03_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json, 1, 9622, 2, 0, 0, -6388, 50, 0, 246
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 62, 61, 61, -2013, 50, 0.000020271307160505418, 360
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1569.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 350, 334, 334, -1228, 50, 0, 435
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.6_disagreement_1255.json, config_venus_chunks_10.json, intervals8.json, 1, 3121, 336, 319, 319, -1358, 50, 0.00000035118410222616844, 462
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_611.json, config_venus_chunks_10.json, intervals8.json, 1, 3121, 272, 262, 262, -1610, 50, 0.00000003081248346209492, 421
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_287.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 175, 174, 174, -1801, 50, 0.0000011856019900434576, 442
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_912.json, config_gaia_chunks_10.json, intervals8.json, 1, 3121, 300, 291, 291, -1491, 50, 0, 492
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_912.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 293, 292, 292, -1498, 50, 0.000000046223347527895164, 504
synthetic_graph_n-per-int_100_m-frac_0.03_p_0.9_disagreement_915.json, config_gaia_chunks_100.json, intervals8.json, 1, 9622, 1166, 1166, 1166, -4937, 50, 0, 397
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_912.json, config_venus_chunks_10.json, intervals8.json, 1, 3121, 300, 298, 298, -1491, 50, 0.00000003081248346209492, 501
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.7_disagreement_912.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 302, 299, 299, -1489, 50, 0, 525
synthetic_graph_n-per-int_100_m-frac_0.03_p_0.9_disagreement_915.json, config_gaia_chunks_10.json, intervals8.json, 1, 9622, 1183, 1169, 1169, -4920, 50, 0, 405
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.8_disagreement_611.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 275, 271, 271, -1607, 50, 0.00000010402333556464369, 495
synthetic_graph_n-per-int_100_m-frac_0.01_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json, 1, 3121, 129, 128, 128, -1946, 50, 0, 555
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.5_disagreement_1569.json, config_venus_chunks_100.json, intervals8.json, 1, 3121, 339, 335, 335, -1239, 50, 0.000000000006164504860419421, 626
synthetic_graph_n-per-int_100_m-frac_0.03_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json, 1, 9622, 272, 267, 267, -6118, 50, 0.0017553484970824146, 512
synthetic_graph_n-per-int_100_m-frac_0.01_p_0.9_disagreement_287.json, config_venus_chunks_10.json, intervals8.json, 1, 3121, 207, 199, 199, -1769, 50, 0.0000000003558320855808919, 634
